teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHours,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5,0,0,0,10,10.429,1.043,1.179,6.857,0.686,0.16,14,1.4,2.198,8.357,0.836,2.612,3.571,0.357,1.106,5,0,5.214,1.429,1.043,0.286,3.429,0.643,0.686,0.129,7,2.643,1.4,0.529,4.179,4.179,0.836,0.836,1.786,0.786,0.357,0.157,2,0,2.086,0.703,1.043,0.352,1.371,0.114,0.686,0.057,2.8,0.791,1.4,0.395,1.671,1.053,0.836,0.527,0.714,0.55,0.357,0.275,5,5,1,106,21.2,10.496,5,0,5,0,1,0,106,0,2.5,1.5,2.5,0,0,0,A
5,0.2,0,0,9,11.286,1.254,1.548,8.929,0.992,0.936,11.5,1.278,1.795,9,1,4.853,3.5,0.389,1.012,4.5,1.5,5.643,3.357,1.131,0.369,4.464,2.179,0.935,0.173,5.75,4.321,1.077,0.601,4.5,4.5,0.75,0.75,1.75,0.607,0.387,0.006,1.8,0.748,2.257,1.677,1.133,0.467,1.786,1.242,0.926,0.262,2.3,1.388,1.369,0.604,1.8,2.519,0.943,1.163,0.7,0.655,0.369,0.327,3,3,1,57,19,11.576,3,0,3,0,1,0,57,0,3,0,3,0,0,0,A
6,0.167,0,0,12,19.857,1.655,0.75,14.929,1.244,0.803,15.143,1.262,0.898,6.857,0.571,1.434,5.286,0.44,0.449,6,0,9.929,4.571,1.655,0.762,7.464,2.536,1.244,0.423,7.571,2.429,1.262,0.405,3.429,2.571,0.571,0.429,2.643,1.357,0.44,0.226,2,0,3.31,0.943,1.655,0.471,2.488,0.863,1.244,0.432,2.524,1.139,1.262,0.569,1.143,2.14,0.571,1.07,0.881,0.572,0.44,0.286,3,3,1,165,55,15.578,1.5,0.5,1.5,0.5,1,0,82.5,25.5,3,0,3,0,0,0,A
6,0,0,0,12,37.214,3.101,1.266,24,2,1.087,26.286,2.19,1.768,11.143,0.929,2.398,15.429,1.286,1.7,6,0,18.607,7.893,3.101,1.315,12,4.5,2,0.75,13.143,5.857,2.19,0.976,5.571,0.429,0.929,0.071,7.714,4.286,1.286,0.714,2,0,6.202,1.797,3.101,0.898,4,1.599,2,0.8,4.381,2.376,2.19,1.188,1.857,2.144,0.929,1.072,2.571,2.287,1.286,1.144,5,4,0.8,70,14,5.514,2.5,1.5,2,1,0.875,0.125,35,24,5,0,4,0,0,0,A
7,0,0,0,14,31.786,2.27,0.506,26.357,1.883,0.611,22.429,1.602,0.773,0.429,0.031,0.258,7.357,0.526,0.675,7,0,15.893,7.107,2.27,1.015,13.179,6.321,1.883,0.903,11.214,4.786,1.602,0.684,0.214,0.214,0.031,0.031,3.679,1.321,0.526,0.189,2,0,4.541,0.687,2.27,0.344,3.765,0.713,1.883,0.356,3.204,1.088,1.602,0.544,0.061,0.15,0.031,0.075,1.051,0.906,0.526,0.453,17,15,0.882,448,26.353,13.355,8.5,3.5,7.5,3.5,0.858,0.058,224,138,4.25,3.112,3.75,0,0,0,A
3,0,0,1,6,10.429,1.738,0.5,9.714,1.619,0.373,10.071,1.679,1.07,18.286,3.048,4.308,15.5,2.583,4.513,3,0,5.214,1.786,1.738,0.595,4.857,1.643,1.619,0.548,5.036,2.464,1.679,0.821,9.143,1.857,3.048,0.619,7.75,1.75,2.583,0.583,2,0,3.476,0.599,1.738,0.299,3.238,0.294,1.619,0.147,3.357,1.432,1.679,0.716,6.095,5.408,3.048,2.704,5.167,5.722,2.583,2.861,8,8,1,178,22.25,11.031,8,0,8,0,1,0,178,0,4,3,4,0,0,0,A
5,0,0,0,8,14.571,1.821,1.199,9.214,1.152,0.916,16,2,1.871,0.429,0.054,0.331,3.357,0.42,0.464,4,0,7.286,4.714,1.821,1.179,4.607,2.893,1.152,0.723,8,5,2,1.25,0.214,0.214,0.054,0.054,1.679,0.821,0.42,0.205,2,0,3.643,1.405,1.821,0.703,2.304,1.1,1.152,0.55,4,2.363,2,1.181,0.107,0.186,0.054,0.093,0.839,0.615,0.42,0.308,23,22,0.957,372,16.174,8.025,11.5,1.5,11.5,1.5,1,0,186,57,23,0,22,0,0,0,A
6,0.333,1,0,12,19.929,1.661,0.628,15.071,1.256,0.38,22.071,1.839,1.181,3.286,0.274,0.759,3.714,0.31,0.612,6,0,9.964,5.036,1.661,0.839,7.536,3.464,1.256,0.577,11.036,5.464,1.839,0.911,1.643,0.357,0.274,0.06,1.857,0.143,0.31,0.024,2,0,3.321,0.652,1.661,0.326,2.512,0.374,1.256,0.187,3.679,1.538,1.839,0.769,0.548,1.045,0.274,0.522,0.619,0.638,0.31,0.319,3,3,1,93,31,36.341,1.5,0.5,1.5,0.5,1,0,46.5,35.5,1.5,0.5,1.5,0,0,0,A
6,0.333,1,0,11,23.714,2.156,1.389,18,1.636,1.044,21.357,1.942,1.268,1.429,0.13,0.386,3.857,0.351,0.498,5.5,0.5,11.857,8.643,2.03,1.387,9,6,1.55,0.95,10.679,8.321,1.819,1.348,0.714,0.286,0.126,0.04,1.929,1.071,0.336,0.164,1.833,0.373,3.952,1.5,2.226,0.798,3,1.251,1.667,0.603,3.56,0.783,2.113,0.925,0.238,0.375,0.119,0.187,0.643,0.659,0.321,0.329,3,2,0.667,110,36.667,51.854,1.5,0.5,1,0,0.75,0.25,55,55,1.5,0.5,1,0,0,0,A
6,0.167,0,0,9,28.286,3.143,1.929,13.357,1.484,0.972,19.357,2.151,2.291,8.143,0.905,2.173,8.464,0.94,0.926,4.5,0.5,14.143,8.357,2.973,1.527,6.679,4.321,1.395,0.805,9.679,4.321,2.07,0.73,4.071,3.429,0.83,0.67,4.232,2.518,0.889,0.461,1.8,0.4,5.657,2.634,3.229,1.308,2.671,1.294,1.536,0.667,3.871,2.908,2.036,1.367,1.629,3.013,0.814,1.507,1.693,1.339,0.896,0.631,1,1,1,30,30,0,1,0,1,0,1,0,30,0,1,0,1,0,0,0,A
6,0.833,1,0,10,18.571,1.857,0.768,10.143,1.014,0.458,18.871,1.887,1.181,4.429,0.443,0.806,4.786,0.479,0.391,5,0,9.286,5.214,1.857,1.043,5.071,2.929,1.014,0.586,9.436,5.364,1.887,1.073,2.214,1.786,0.443,0.357,2.393,1.107,0.479,0.221,2,0,3.714,0.695,1.857,0.348,2.029,0.49,1.014,0.245,3.774,1.337,1.887,0.668,0.886,1.093,0.443,0.547,0.957,0.545,0.479,0.273,1,1,1,26,26,0,1,0,1,0,1,0,26,0,1,0,1,0,0,0,A
6,0,0,0,12,16.179,1.348,1.043,10.071,0.839,0.803,12.214,1.018,0.982,4.714,0.393,1.115,3,0.25,0.449,6,1,8.089,2.411,1.456,0.644,5.036,0.964,0.891,0.309,6.107,2.893,1.13,0.67,2.357,0.643,0.422,0.178,1.5,0,0.257,0.043,2,0,2.696,1.373,1.348,0.686,1.679,0.945,0.839,0.472,2.036,1.23,1.018,0.615,0.786,1.272,0.393,0.636,0.5,0.297,0.25,0.149,7,6,0.857,357,51,44.029,7,0,6,0,0.857,0,357,0,3.5,1.5,3,0,0,0,F
3,0.333,0,1,6,6.786,1.131,0.449,4.429,0.738,0.687,19.714,3.286,4.069,0,0,0,1.857,0.31,0.5,3,0,3.393,2.107,1.131,0.702,2.214,1.786,0.738,0.595,9.857,8.143,3.286,2.714,0,0,0,0,0.929,0.071,0.31,0.024,2,0,2.262,0.236,1.131,0.118,1.476,0.41,0.738,0.205,6.571,4.32,3.286,2.16,0,0,0,0,0.619,0.599,0.31,0.299,1,1,1,9,9,0,1,0,1,0,1,0,9,0,1,0,1,0,0,0,A
3,0.333,0,1,2,2.857,1.429,1,2.857,1.429,0,14.286,7.143,8,0,0,0,9.286,4.643,5.5,2,0,2.857,0,1.429,0,2.857,0,1.429,0,14.286,0,7.143,0,0,0,0,0,9.286,0,4.643,0,1,0,1.429,0.714,1.429,0.714,1.429,0,1.429,0,7.143,5.714,7.143,5.714,0,0,0,0,4.643,3.929,4.643,3.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,F
5,0.2,1,0,11,22.286,2.026,3.645,19.429,1.766,2.568,16.214,1.474,2.829,10.571,0.961,3.338,8.286,0.753,1.564,5.5,1.5,11.143,6,1.867,0.582,9.714,4.857,1.648,0.434,8.107,4.107,1.372,0.372,5.286,4.143,0.816,0.531,4.143,2.714,0.668,0.311,2.2,0.4,4.457,2.212,2.071,1.132,3.886,1.887,1.748,0.811,3.243,1.943,1.469,0.913,2.114,2.091,1.005,1.064,1.657,1.184,0.705,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,A
3,0,0,1,2,2.857,1.429,0,1.429,0.714,1,5,2.5,0.5,1.429,0.714,1,0.357,0.179,0.25,2,0,2.857,0,1.429,0,1.429,0,0.714,0,5,0,2.5,0,1.429,0,0.714,0,0.357,0,0.179,0,1,0,1.429,0,1.429,0,0.714,0.714,0.714,0.714,2.5,0.357,2.5,0.357,0.714,0.714,0.714,0.714,0.179,0.179,0.179,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
5,0.4,0,0,10,10.714,1.071,0.894,9.286,0.929,1.281,12.429,1.243,2.492,4,0.4,1.183,3.143,0.314,1.136,5,0,5.357,1.071,1.071,0.214,4.643,0.929,0.929,0.186,6.214,2.786,1.243,0.557,2,1.429,0.4,0.286,1.571,0.143,0.314,0.029,2,0,2.143,0.469,1.071,0.235,1.857,0.658,0.929,0.329,2.486,1.425,1.243,0.712,0.8,0.547,0.4,0.273,0.629,0.775,0.314,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
5,0,0,0,10,8.786,0.879,1.193,4.75,0.475,0.571,6.643,0.664,0.867,3,0.3,1.25,1.929,0.193,0.415,5,0,4.393,0.964,0.879,0.193,2.375,0.518,0.475,0.104,3.321,0.75,0.664,0.15,1.5,1.071,0.3,0.214,0.964,0.107,0.193,0.021,2,0,1.757,0.804,0.879,0.402,0.95,0.401,0.475,0.201,1.329,0.585,0.664,0.292,0.6,0.8,0.3,0.4,0.386,0.291,0.193,0.146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
6,0.167,0,0,10,16.536,1.654,0.952,13.286,1.329,0.49,10.714,1.071,0.707,2.429,0.243,0.458,6.814,0.681,0.82,5,0,8.268,3.982,1.654,0.796,6.643,2.357,1.329,0.471,5.357,2.143,1.071,0.429,1.214,0.786,0.243,0.157,3.407,1.693,0.681,0.339,2,0,3.307,1.024,1.654,0.512,2.657,0.548,1.329,0.274,2.143,0.96,1.071,0.48,0.486,0.448,0.243,0.224,1.363,1.168,0.681,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
6,0.167,0,0,12,18.286,1.524,0.85,14.214,1.185,0.96,20.357,1.696,1.346,2.571,0.214,0.866,6.571,0.548,0.687,6,2,9.143,1.857,1.83,0.92,7.107,0.893,1.388,0.612,10.179,3.321,2.116,1.259,1.286,1.286,0.161,0.161,3.286,0.714,0.661,0.339,2,0,3.048,0.898,1.524,0.449,2.369,0.935,1.185,0.468,3.393,1.899,1.696,0.949,0.429,0.606,0.214,0.303,1.095,0.86,0.548,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
3,0.333,0,1,6,10,1.667,0.471,9,1.5,0.373,6,1,0.943,2.714,0.452,0.898,1.857,0.31,0.764,3,0,5,2,1.667,0.667,4.5,1.5,1.5,0.5,3,0,1,0,1.357,0.357,0.452,0.119,0.929,0.071,0.31,0.024,2,0,3.333,0.673,1.667,0.337,3,0.202,1.5,0.101,2,0.404,1,0.202,0.905,0.759,0.452,0.379,0.619,0.875,0.31,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A
7,0,0,0,28,73,2.607,0.929,72.5,2.589,1.203,74,2.643,2.008,18,0.643,1.101,24,0.857,1.499,9.333,2.625,24.333,8.34,2.566,0.147,24.167,6.381,2.601,0.196,24.667,13.768,2.479,0.719,6,3.488,0.655,0.437,8,1.633,0.875,0.095,4,0,10.429,3.212,2.607,0.803,10.357,3.953,2.589,0.988,10.571,6.236,2.643,1.559,2.571,2.513,0.643,0.628,3.429,5.704,0.857,1.426,71,35,0.493,1421,20.014,26.126,35.5,3.5,18,1,0.509,0.022,710.5,169.5,14.2,10.572,7.6,1,1,0,F
7,0.286,0,0,26,60.5,2.327,0.664,41,1.577,0.453,69.5,2.673,2.261,26,1,1.901,14,0.538,0.706,8.667,1.7,20.167,5.977,2.283,0.26,13.667,3.859,1.552,0.127,23.167,9.077,2.585,0.495,8.667,2.867,1.052,0.475,4.667,1.434,0.55,0.186,3.714,0.452,8.643,2.489,2.31,0.515,5.857,1.457,1.583,0.362,9.929,7.053,2.655,1.847,3.714,4.025,1.06,1.262,2,2.018,0.53,0.517,10,5,0.5,140,14,9.592,5,1,3,1,0.583,0.083,70,33,5,3,2.5,1,1,0,A
6,0,0,0,22,44.5,2.023,0.439,41.5,1.886,0.475,72.5,3.295,2.649,19,0.864,1.908,15,0.682,1.029,7.333,1.886,14.833,4.589,2.006,0.247,13.833,4.589,1.861,0.258,24.167,8.29,3.383,1.304,6.333,4.19,0.944,0.749,5,2.483,0.644,0.149,3.667,0.471,7.417,1.426,2.007,0.177,6.917,1.742,1.854,0.272,12.083,9.602,3.118,2.317,3.167,4.089,0.799,1.018,2.5,3.651,0.646,0.908,44,40,0.909,1834,41.682,39.875,14.667,10.274,13.667,9.978,0.937,0.066,611.333,354.435,7.333,3.448,7,1,1,0,A
6,0,0,0,23,70.5,3.065,1.386,31.5,1.37,0.556,36,1.565,0.825,11.5,0.5,0.707,18.5,0.804,0.638,7.667,1.7,23.5,8.573,3.048,1.04,10.5,3.189,1.369,0.36,12,3.559,1.556,0.342,3.833,2.392,0.466,0.274,6.167,3.274,0.804,0.46,3.833,0.373,11.75,2.077,3.076,0.494,5.25,0.692,1.382,0.213,6,1.826,1.569,0.445,1.917,2.129,0.479,0.532,3.083,1.304,0.799,0.308,50,43,0.86,1522,30.44,24.222,16.667,20.072,14.333,17.461,0.872,0.102,507.333,643.089,10,14.56,8.6,1,1,0,A
6,0,0,0,19,49,2.579,2.546,44,2.316,1.269,68,3.579,2.816,60.5,3.184,3.499,16,0.842,0.796,6.333,1.886,16.333,9.003,2.422,0.748,14.667,6.786,2.237,0.593,22.667,4.19,3.733,0.772,20.167,10.266,3.011,0.667,5.333,1.027,0.874,0.163,3.167,1.213,8.167,4.81,2.375,0.955,7.333,3.986,2.125,0.703,11.333,9.375,3.042,2.133,10.083,8.974,2.667,2.159,2.667,2.794,0.75,0.645,21,16,0.762,451,21.476,18.965,7,7.789,6,6.377,0.944,0.079,150.333,163.1,5.25,2.947,4.25,1,1,0,F
6,0.167,0,0,24,60,2.5,0.866,27.5,1.146,0.51,60,2.5,1.407,20,0.833,1.404,16.5,0.688,0.719,8,2.828,20,7.561,2.486,0.241,9.167,3.171,1.153,0.137,20,7.083,2.514,0.376,6.667,2.055,0.917,0.414,5.5,3.559,0.625,0.189,4,0,10,2.5,2.5,0.625,4.583,1.239,1.146,0.31,10,4.123,2.5,1.031,3.333,3.037,0.833,0.759,2.75,1.953,0.688,0.488,46,26,0.565,1612,35.044,36.366,46,0,26,0,0.565,0,1612,0,11.5,15.37,7.25,1,0,1,F
6,0.167,0,0,20,61,3.05,1.746,34.9,1.745,1.138,45.5,2.275,1.299,19,0.95,0.879,23.5,1.175,1.832,6.667,0.943,20.333,5.662,3,0.446,11.633,2.852,1.725,0.221,15.167,4.478,2.257,0.559,6.333,1.027,0.951,0.103,7.833,4.714,1.243,0.833,3.333,0.745,10.167,4.515,3.014,1.251,5.817,1.924,1.801,0.66,7.583,3.564,2.257,0.808,3.167,1.772,1,0.629,3.917,3.877,1.285,1.292,28,20,0.714,573,20.464,19.299,9.333,6.6,7,3.742,0.87,0.183,191,123.911,9.333,4.643,7,1,1,0,A
3,0,0,1,11,54.85,4.986,12.663,42.3,3.845,8.284,22.5,2.045,1.927,3,0.273,0.494,7.25,0.659,0.9,3.667,0.943,18.283,19.838,5.848,6.778,14.1,13.738,4.464,4.739,7.5,2.828,1.989,0.22,1,1.08,0.222,0.208,2.417,1.546,0.639,0.416,3.667,0.471,18.283,21.013,5.904,7.139,14.1,13.011,4.428,4.529,7.5,5.029,2.264,1.774,1,1.414,0.25,0.354,2.417,2.435,0.604,0.609,3,2,0.667,26,8.667,6.6,3,0,2,0,0.667,0,26,0,1.5,0.5,1,2,1,1,F
3,0,0,1,10,19.2,1.92,0.984,18.5,1.85,1.026,17.9,1.79,1.066,7.4,0.74,1.252,2.65,0.265,0.38,3.333,0.471,6.4,3.047,1.836,0.597,6.167,3.064,1.764,0.609,5.967,0.368,1.836,0.331,2.467,1.517,0.739,0.49,0.883,0.477,0.256,0.122,3.333,0.471,6.4,3.047,1.836,0.597,6.167,3.091,1.764,0.624,5.967,2.207,1.908,0.848,2.467,3.488,0.617,0.872,0.883,0.833,0.276,0.284,1,1,1,29,29,0,1,0,1,0,1,0,29,0,1,0,1,1,1,0,F
3,0,0,1,12,62,5.167,0.799,35,2.917,0.862,53,4.417,2.871,39.5,3.292,4.875,21,1.75,0.829,4,1.414,20.667,8.055,5.111,0.314,11.667,3.091,3,0.272,17.667,8.055,4.278,0.478,13.167,7.145,3.667,2.607,7,3.559,1.667,0.272,4,0,20.667,2.357,5.167,0.589,11.667,2.867,2.917,0.717,17.667,1.247,4.417,0.312,13.167,11.287,3.292,2.822,7,2.16,1.75,0.54,10,8,0.8,199,19.9,24.316,3.333,2.055,3,1.633,0.944,0.079,66.333,59.835,3.333,2.625,3,2,1,1,F
3,0,0,1,9,31,3.444,0.497,31,3.444,0.497,34,3.778,1.618,5,0.556,0.437,9,1,0.667,3,0.816,10.333,2.494,3.472,0.171,10.333,2.494,3.472,0.171,11.333,2.055,3.889,0.437,1.667,0.624,0.542,0.059,3,1.633,0.917,0.312,3,0.816,10.333,3.3,3.389,0.283,10.333,3.3,3.389,0.283,11.333,6.018,3.556,1.701,1.667,0.943,0.583,0.312,3,1.633,1.028,0.502,28,6,0.214,74,2.643,6.607,9.333,9.104,3,1.633,0.609,0.316,24.667,24.459,7,5,2.25,1,1,0,F
7,0.143,0,0,34,56,1.647,2.221,41.857,1.231,1.085,61.286,1.803,2.476,48.357,1.422,2.015,33.871,0.996,1.652,6.8,2.638,11.2,6.21,1.617,0.777,8.371,5.307,1.273,0.783,12.257,6.301,1.748,0.768,9.671,5.427,1.525,0.648,6.774,4.759,1.027,0.648,4.857,0.833,8,3.827,1.694,0.815,5.98,1.661,1.271,0.413,8.755,6.966,1.82,1.38,6.908,6.745,1.393,1.332,4.839,2.918,1.026,0.612,103,55,0.534,4108,39.884,62.077,34.333,42.898,18.333,22.395,0.592,0.112,1369.333,1674.553,20.6,22.051,11.6,1,1,0,A
7,0.143,0,0,34,46.857,1.378,0.916,30.571,0.899,0.678,54.929,1.616,1.928,24.714,0.727,1.382,44.5,1.309,1.971,6.8,2.4,9.371,2.312,1.529,0.565,6.114,1.799,1.043,0.491,10.986,2.148,1.821,0.691,4.943,1.701,0.88,0.498,8.9,2.901,1.504,0.704,4.857,0.99,6.694,2.97,1.335,0.383,4.367,1.409,0.911,0.248,7.847,6.862,1.503,1.058,3.531,4.235,0.612,0.701,6.357,7.054,1.188,1.118,17,6,0.353,273,16.059,15.245,8.5,2.5,3.5,2.5,0.356,0.189,136.5,136.5,8.5,2.5,3.5,1,1,0,F
6,0.167,0,0,29,106.857,3.685,4.643,72.714,2.507,1.795,78,2.69,3.934,38.714,1.335,1.821,34.357,1.185,1.552,5.8,2.482,21.371,13.127,3.91,2.523,14.543,7.941,2.606,1.287,15.6,10.688,3.004,2.317,7.743,5.625,1.51,0.886,6.871,3.492,1.181,0.648,4.833,0.373,17.81,14.293,3.706,2.872,12.119,5.979,2.506,1.179,13,12.398,2.657,2.454,6.452,2.45,1.365,0.587,5.726,3.773,1.214,0.815,68,55,0.809,3139,46.162,46.178,13.6,6.375,11.6,5.161,0.887,0.135,627.8,242.344,13.6,7.144,11.2,1,1,0,A
3,0.333,1,1,13,40.429,3.11,2.129,27,2.077,1.435,26.286,2.022,0.843,18.571,1.429,1.435,23.857,1.835,2.205,2.6,1.356,8.086,4.467,3.054,0.684,5.4,3.875,1.951,0.905,5.257,3.473,1.94,0.929,3.714,3.296,1.343,0.603,4.771,2.753,1.731,0.545,4.333,1.7,13.476,7.183,3.065,0.7,9,4.483,2.089,0.457,8.762,2.961,2.094,0.186,6.19,5.027,1.235,0.677,7.952,5.101,1.908,0.805,44,23,0.523,995,22.614,25.212,14.667,7.717,8,4.082,0.612,0.176,331.667,209.781,11,7.969,6.25,2,2,0,A
4,0,0,1,11,25.429,2.312,2.49,9.286,0.844,0,13.5,1.227,1.635,8.6,0.782,2.287,5.143,0.468,0.45,2.75,1.479,6.357,4.64,2.836,2.428,2.321,1.589,0.857,0.247,3.375,2.678,1.725,1.458,2.15,3.666,1.068,1.837,1.286,1.006,0.429,0.375,3.667,0.471,8.476,3.542,2.254,0.759,3.095,0.471,0.841,0.022,4.5,2.006,1.232,0.49,2.867,3.638,0.717,0.91,1.714,1.321,0.435,0.324,36,30,0.833,943,26.194,19.641,12,7.348,10.667,6.549,0.913,0.068,314.333,252.748,6,8.145,5.167,3,1,2,F
4,0.25,0,1,14,19.607,1.401,1.186,12.857,0.918,0.41,41,2.929,2.52,13.857,0.99,2.409,8.286,0.592,1.097,2.8,1.72,3.921,3.299,1.342,0.484,2.571,1.759,0.914,0.114,8.2,5.02,2.962,1.31,2.771,2.347,1.238,1.187,1.657,1.28,0.781,0.673,4.667,1.247,6.536,2.566,1.42,0.383,4.286,1.205,0.913,0.025,13.667,6.023,2.821,0.907,4.619,2.425,1.049,0.492,2.762,3.906,0.46,0.651,233,63,0.27,3966,17.022,11.455,77.667,72.5,21.667,12.552,0.476,0.212,1322,1176.422,58.25,57.92,15.75,1,1,0,F
4,0,0,1,13,38.143,2.934,1.527,28.857,2.22,1.385,49.286,3.791,2.797,26.571,2.044,3.151,13.571,1.044,0.821,2.6,0.49,7.629,3.049,3.014,1.182,5.771,2.211,2.267,0.785,9.857,6.268,3.771,2.012,5.314,3.219,2.181,1.349,2.714,1.222,1.081,0.554,4.333,1.247,12.714,3.551,2.94,0.026,9.619,1.853,2.294,0.361,16.429,2.758,4.135,1.274,8.857,7.08,2.19,1.793,4.524,1.518,1.083,0.377,40,13,0.325,1790,44.75,64.133,8,6.87,3.2,3.487,0.584,0.362,358,411.843,10,5.612,3.25,2,1,1,F
5,0.2,1,0,23,23.571,1.025,0.619,28.071,1.22,1.111,44.071,1.916,1.252,9.857,0.429,1.15,16,0.696,0.583,4.6,0.8,4.714,2.684,0.981,0.494,5.614,3.335,1.157,0.625,8.814,5.624,1.814,1.065,1.971,1.078,0.425,0.2,3.2,1.835,0.663,0.34,4.6,0.8,4.714,1.695,1.004,0.266,5.614,2.559,1.199,0.448,8.814,3.759,1.824,0.649,1.971,2.301,0.524,0.654,3.2,1.484,0.709,0.299,30,29,0.967,1059,35.3,29.595,7.5,4.33,7.25,4.023,0.981,0.033,264.75,195.537,10,7.789,9.667,4,3,1,F
5,0.2,1,0,29,38.571,1.33,0.638,31.571,1.089,0.676,24.429,0.842,0.857,9.286,0.32,0.598,14.714,0.507,0.559,5.8,1.166,7.714,4.88,1.301,0.727,6.314,4.165,1.049,0.587,4.886,2.604,0.834,0.435,1.857,1.279,0.306,0.173,2.943,1.772,0.507,0.301,5.8,0.748,7.714,1.944,1.348,0.364,6.314,1.722,1.097,0.284,4.886,1.341,0.875,0.295,1.857,1.583,0.335,0.299,2.943,1.286,0.513,0.255,30,28,0.933,985,32.833,23.218,15,14,14,13,0.966,0.035,492.5,465.5,7.5,7.089,7,1,1,0,A
5,0,0,0,25,73.429,2.937,2.122,67.143,2.686,1.887,47.714,1.909,1.716,16.214,0.649,1.155,33.071,1.323,1.96,5,1.549,14.686,6.742,3.259,1.778,13.429,6.397,2.98,1.733,9.543,4.931,2.025,1.102,3.243,2.491,0.791,0.634,6.614,3.642,1.507,0.9,5,1.549,14.686,9.306,2.656,1.322,13.429,7.966,2.455,1.098,9.543,6.021,1.757,0.829,3.243,2.737,0.568,0.468,6.614,7.43,1.133,1.215,99,63,0.636,2398,24.222,15.733,24.75,11.388,16.5,14.045,0.535,0.31,599.5,393.897,19.8,21.33,12.6,4,3,1,F
