teamMemberCount,femaleTeamMembersPercent,teamLeadGender,teamDistribution,teamMemberResponseCount,meetingHoursTotal,meetingHoursAverage,meetingHoursStandardDeviation,inPersonMeetingHoursTotal,inPersonMeetingHoursAverage,inPersonMeetingHoursStandardDeviation,nonCodingDeliverablesHoursTotal,nonCodingDeliverablesHoursAverage,nonCodingDeliverablesHoursStandardDeviation,codingDeliverablesHoursTotal,codingDeliverablesHoursAverage,codingDeliverablesHoursStandardDeviation,helpHoursTotal,helpHoursAverage,helpHoursStandardDeviation,averageResponsesByWeek,standardDeviationResponsesByWeek,averageMeetingHoursTotalByWeek,standardDeviationMeetingHoursTotalByWeek,averageMeetingHoursByWeek,standardDeviationMeetingHoursAverageByWeek,averageInPersonMeetingHoursTotalByWeek,standardDeviationInPersonMeetingHoursTotalByWeek,averageInPersonMeetingHoursAverageByWeek,standardDeviationInPersonMeetingHoursAverageByWeek,averageNonCodingDeliverablesHoursTotalByWeek,standardDeviationNonCodingDeliverablesHoursTotalByWeek,averageNonCodingDeliverablesHoursAverageByWeek,standardDeviationNonCodingDeliverablesHoursAverageByWeek,averageCodingDeliverablesHoursTotalByWeek,standardDeviationCodingDeliverablesHoursTotalByWeek,averageCodingDeliverablesHoursAverageByWeek,standardDeviationCodingDeliverablesHoursAverageByWeek,averageHelpHoursTotalByWeek,standardDeviationHelpHoursTotalByWeek,averageHelpHoursAverageByWeek,standardDeviationHelpHoursAverageByWeek,averageResponsesByStudent,standardDeviationResponsesByStudent,averageMeetingHoursTotalByStudent,standardDeviationMeetingHoursTotalByStudent,averageMeetingHoursAverageByStudent,standardDeviationMeetingHoursAverageByStudent,averageInPersonMeetingHoursTotalByStudent,standardDeviationInPersonMeetingHoursTotalByStudent,averageInPersonMeetingHoursAverageByStudent,standardDeviationInPersonMeetingHoursAverageByStudent,averageNonCodingDeliverablesHoursTotalByStudent,standardDeviationNonCodingDeliverablesHoursTotalByStudent,averageNonCodingDeliverablesHoursAverageByStudent,standardDeviationNonCodingDeliverablesHoursAverageByStudent,averageCodingDeliverablesHoursTotalByStudent,standardDeviationCodingDeliverablesHoursTotalByStudent,averageCodingDeliverablesHoursAverageByStudent,standardDeviationCodingDeliverablesHoursAverageByStudent,averageHelpHoursTotalByStudent,standardDeviationHelpHoursTotalByStudent,averageHelpHoursAverageByStudent,standardDeviationHelpHoursAverageByStudent,commitCount,uniqueCommitMessageCount,uniqueCommitMessagePercent,commitMessageLengthTotal,commitMessageLengthAverage,commitMessageLengthStandardDeviation,averageCommitCountByWeek,standardDeviationCommitCountByWeek,averageUniqueCommitMessageCountByWeek,standardDeviationUniqueCommitMessageCountByWeek,averageUniqueCommitMessagePercentByWeek,standardDeviationUniqueCommitMessagePercentByWeek,averageCommitMessageLengthTotalByWeek,standardDeviationCommitMessageLengthTotalByWeek,averageCommitCountByStudent,standardDeviationCommitCountByStudent,averageUniqueCommitMessageCountByStudent,issueCount,onTimeIssueCount,lateIssueCount,SE Process grade
5.000,0.200,0.000,0.000,5.000,11.429,2.286,0.748,10.714,2.143,0.894,8.571,1.714,0.800,0.000,0.000,0.000,4.286,0.857,0.400,5.000,0.000,11.429,0.000,2.286,0.000,10.714,0.000,2.143,0.000,8.571,0.000,1.714,0.000,0.000,0.000,0.000,0.000,4.286,0.000,0.857,0.000,1.000,0.000,2.286,0.535,2.286,0.535,2.143,0.639,2.143,0.639,1.714,0.571,1.714,0.571,0.000,0.000,0.000,0.000,0.857,0.286,0.857,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,F
5.000,0.400,1.000,0.000,10.000,23.286,2.329,1.991,20.143,2.014,1.855,20.857,2.086,3.494,4.143,0.414,2.238,6.821,0.682,2.116,5.000,0.000,11.643,4.643,2.329,0.929,10.071,4.071,2.014,0.814,10.429,6.714,2.086,1.343,2.071,0.786,0.414,0.157,3.411,1.411,0.682,0.282,2.000,0.000,4.657,0.950,2.329,0.475,4.029,0.835,2.014,0.417,4.171,1.304,2.086,0.652,0.829,0.769,0.414,0.384,1.364,1.353,0.682,0.677,98.000,62.000,0.633,2761.000,28.174,33.155,49.000,30.000,31.500,12.500,0.779,0.222,1380.500,680.500,32.667,10.873,21.000,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,10.000,10.714,1.071,0.831,8.714,0.871,1.005,9.857,0.986,0.900,8.571,0.857,2.490,3.500,0.350,0.583,5.000,0.000,5.357,1.929,1.071,0.386,4.357,2.071,0.871,0.414,4.929,1.500,0.986,0.300,4.286,4.286,0.857,0.857,1.750,1.036,0.350,0.207,2.000,0.000,2.143,0.239,1.071,0.120,1.743,0.291,0.871,0.146,1.971,0.107,0.986,0.053,1.714,0.899,0.857,0.449,0.700,0.095,0.350,0.047,6.000,4.000,0.667,250.000,41.667,19.779,6.000,0.000,4.000,0.000,0.667,0.000,250.000,0.000,3.000,0.000,2.000,1.000,1.000,0.000,A
5.000,0.200,0.000,0.000,11.000,11.643,1.058,1.993,8.214,0.747,0.450,9.000,0.818,1.134,6.000,0.545,2.016,4.357,0.396,0.596,5.500,0.500,5.821,2.964,1.018,0.446,4.107,1.250,0.732,0.161,4.500,1.929,0.793,0.279,3.000,1.286,0.529,0.186,2.179,0.607,0.389,0.075,2.200,0.400,2.329,1.487,0.988,0.395,1.643,0.192,0.760,0.106,1.800,0.736,0.817,0.324,1.200,1.044,0.514,0.430,0.871,0.427,0.405,0.218,4.000,3.000,0.750,130.000,32.500,6.185,2.000,0.000,1.500,0.500,0.750,0.250,65.000,5.000,2.000,1.000,1.500,1.000,1.000,0.000,A
6.000,0.167,0.000,0.000,12.000,35.357,2.946,1.761,25.357,2.113,1.622,43.643,3.637,3.455,3.857,0.321,0.640,7.286,0.607,0.924,6.000,0.000,17.679,12.321,2.946,2.054,12.679,10.321,2.113,1.720,21.821,16.679,3.637,2.780,1.929,1.071,0.321,0.179,3.643,2.357,0.607,0.393,2.000,0.000,5.893,1.225,2.946,0.612,4.226,0.879,2.113,0.440,7.274,4.014,3.637,2.007,0.643,0.954,0.321,0.477,1.214,1.290,0.607,0.645,4.000,2.000,0.500,191.000,47.750,1.299,4.000,0.000,2.000,0.000,0.500,0.000,191.000,0.000,4.000,0.000,2.000,1.000,1.000,0.000,F
6.000,0.333,0.000,0.000,12.000,27.100,2.258,0.962,19.214,1.601,0.505,22.429,1.869,0.886,5.143,0.429,0.624,5.286,0.440,0.571,6.000,0.000,13.550,4.550,2.258,0.758,9.607,4.893,1.601,0.815,11.214,6.286,1.869,1.048,2.571,0.429,0.429,0.071,2.643,1.357,0.440,0.226,2.000,0.000,4.517,0.984,2.258,0.492,3.202,0.464,1.601,0.232,3.738,0.917,1.869,0.459,0.857,0.742,0.429,0.371,0.881,0.847,0.440,0.423,1.000,1.000,1.000,51.000,51.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,51.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,F
3.000,0.000,0.000,1.000,2.000,6.429,3.214,0.500,3.571,1.786,0.500,7.857,3.929,1.500,0.000,0.000,0.000,1.786,0.893,0.750,2.000,0.000,6.429,0.000,3.214,0.000,3.571,0.000,1.786,0.000,7.857,0.000,3.929,0.000,0.000,0.000,0.000,0.000,1.786,0.000,0.893,0.000,1.000,0.000,3.214,0.357,3.214,0.357,1.786,0.357,1.786,0.357,3.929,1.071,3.929,1.071,0.000,0.000,0.000,0.000,0.893,0.536,0.893,0.536,11.000,4.000,0.364,10.000,0.909,1.311,11.000,0.000,4.000,0.000,0.364,0.000,10.000,0.000,11.000,0.000,4.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,12.000,10.000,0.833,1.479,8.286,0.690,1.675,12.286,1.024,1.233,10.143,0.845,3.851,5.429,0.452,1.863,6.000,0.000,5.000,1.857,0.833,0.310,4.143,1.857,0.690,0.310,6.143,2.429,1.024,0.405,5.071,4.786,0.845,0.798,2.714,1.571,0.452,0.262,2.000,0.000,1.667,0.895,0.833,0.447,1.381,1.026,0.690,0.513,2.048,0.673,1.024,0.337,1.690,2.031,0.845,1.016,0.905,1.228,0.452,0.614,4.000,3.000,0.750,59.000,14.750,19.253,4.000,0.000,3.000,0.000,0.750,0.000,59.000,0.000,4.000,0.000,3.000,0.000,0.000,0.000,F
5.000,0.200,1.000,0.000,10.000,10.357,1.036,0.814,8.857,0.886,1.005,11.286,1.129,1.000,2.571,0.257,1.497,5.714,0.571,1.020,5.000,0.000,5.179,2.321,1.036,0.464,4.429,2.429,0.886,0.486,5.643,2.500,1.129,0.500,1.286,1.286,0.257,0.257,2.857,0.571,0.571,0.114,2.000,0.000,2.071,0.192,1.036,0.096,1.771,0.280,0.886,0.140,2.257,0.277,1.129,0.139,0.514,0.831,0.257,0.416,1.143,0.394,0.571,0.197,5.000,3.000,0.600,112.000,22.400,0.490,5.000,0.000,3.000,0.000,0.600,0.000,112.000,0.000,5.000,0.000,3.000,0.000,0.000,0.000,A
5.000,0.200,0.000,0.000,10.000,12.000,1.200,1.077,10.571,1.057,1.077,11.357,1.136,1.274,1.857,0.186,0.806,3.286,0.329,0.539,5.000,0.000,6.000,2.571,1.200,0.514,5.286,2.429,1.057,0.486,5.679,2.250,1.136,0.450,0.929,0.357,0.186,0.071,1.643,0.500,0.329,0.100,2.000,0.000,2.400,0.291,1.200,0.146,2.114,0.388,1.057,0.194,2.271,0.439,1.136,0.219,0.371,0.554,0.186,0.277,0.657,0.214,0.329,0.107,18.000,17.000,0.944,811.000,45.056,39.729,9.000,6.000,8.500,5.500,0.967,0.033,405.500,360.500,6.000,2.449,5.667,0.000,0.000,0.000,A
5.000,0.200,0.000,0.000,10.000,10.000,1.000,0.748,7.143,0.714,0.632,15.000,1.500,2.147,2.143,0.214,1.200,4.714,0.471,0.781,5.000,0.000,5.000,1.000,1.000,0.200,3.571,0.714,0.714,0.143,7.500,0.643,1.500,0.129,1.071,0.214,0.214,0.043,2.357,0.643,0.471,0.129,2.000,0.000,2.000,0.535,1.000,0.267,1.429,0.452,0.714,0.226,3.000,1.209,1.500,0.604,0.429,0.542,0.214,0.271,0.943,0.448,0.471,0.224,4.000,2.000,0.500,128.000,32.000,8.660,4.000,0.000,2.000,0.000,0.500,0.000,128.000,0.000,4.000,0.000,2.000,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,10.000,6.500,0.650,0.750,5.786,0.579,0.789,10.714,1.071,2.098,10.429,1.043,3.754,2.714,0.271,0.602,5.000,0.000,3.250,1.250,0.650,0.250,2.893,1.179,0.579,0.236,5.357,2.357,1.071,0.471,5.214,1.214,1.043,0.243,1.357,0.357,0.271,0.071,2.000,0.000,1.300,0.114,0.650,0.057,1.157,0.425,0.579,0.212,2.143,0.894,1.071,0.447,2.086,2.590,1.043,1.295,0.543,0.331,0.271,0.165,7.000,7.000,1.000,173.000,24.714,9.254,3.500,2.500,3.500,2.500,1.000,0.000,86.500,67.500,2.333,1.886,2.333,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,10.000,10.429,1.043,1.179,6.857,0.686,0.160,14.000,1.400,2.198,8.357,0.836,2.612,3.571,0.357,1.106,5.000,0.000,5.214,1.429,1.043,0.286,3.429,0.643,0.686,0.129,7.000,2.643,1.400,0.529,4.179,4.179,0.836,0.836,1.786,0.786,0.357,0.157,2.000,0.000,2.086,0.703,1.043,0.352,1.371,0.114,0.686,0.057,2.800,0.791,1.400,0.395,1.671,1.053,0.836,0.527,0.714,0.550,0.357,0.275,5.000,5.000,1.000,106.000,21.200,10.496,5.000,0.000,5.000,0.000,1.000,0.000,106.000,0.000,2.500,1.500,2.500,0.000,0.000,0.000,A
5.000,0.200,0.000,0.000,9.000,11.286,1.254,1.548,8.929,0.992,0.936,11.500,1.278,1.795,9.000,1.000,4.853,3.500,0.389,1.012,4.500,1.500,5.643,3.357,1.131,0.369,4.464,2.179,0.935,0.173,5.750,4.321,1.077,0.601,4.500,4.500,0.750,0.750,1.750,0.607,0.387,0.006,1.800,0.748,2.257,1.677,1.133,0.467,1.786,1.242,0.926,0.262,2.300,1.388,1.369,0.604,1.800,2.519,0.943,1.163,0.700,0.655,0.369,0.327,3.000,3.000,1.000,57.000,19.000,11.576,3.000,0.000,3.000,0.000,1.000,0.000,57.000,0.000,3.000,0.000,3.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,12.000,19.857,1.655,0.750,14.929,1.244,0.803,15.143,1.262,0.898,6.857,0.571,1.434,5.286,0.440,0.449,6.000,0.000,9.929,4.571,1.655,0.762,7.464,2.536,1.244,0.423,7.571,2.429,1.262,0.405,3.429,2.571,0.571,0.429,2.643,1.357,0.440,0.226,2.000,0.000,3.310,0.943,1.655,0.471,2.488,0.863,1.244,0.432,2.524,1.139,1.262,0.569,1.143,2.140,0.571,1.070,0.881,0.572,0.440,0.286,3.000,3.000,1.000,165.000,55.000,15.578,1.500,0.500,1.500,0.500,1.000,0.000,82.500,25.500,3.000,0.000,3.000,0.000,0.000,0.000,A
6.000,0.000,0.000,0.000,12.000,37.214,3.101,1.266,24.000,2.000,1.087,26.286,2.190,1.768,11.143,0.929,2.398,15.429,1.286,1.700,6.000,0.000,18.607,7.893,3.101,1.315,12.000,4.500,2.000,0.750,13.143,5.857,2.190,0.976,5.571,0.429,0.929,0.071,7.714,4.286,1.286,0.714,2.000,0.000,6.202,1.797,3.101,0.898,4.000,1.599,2.000,0.800,4.381,2.376,2.190,1.188,1.857,2.144,0.929,1.072,2.571,2.287,1.286,1.144,5.000,4.000,0.800,70.000,14.000,5.514,2.500,1.500,2.000,1.000,0.875,0.125,35.000,24.000,5.000,0.000,4.000,0.000,0.000,0.000,A
7.000,0.000,0.000,0.000,14.000,31.786,2.270,0.506,26.357,1.883,0.611,22.429,1.602,0.773,0.429,0.031,0.258,7.357,0.526,0.675,7.000,0.000,15.893,7.107,2.270,1.015,13.179,6.321,1.883,0.903,11.214,4.786,1.602,0.684,0.214,0.214,0.031,0.031,3.679,1.321,0.526,0.189,2.000,0.000,4.541,0.687,2.270,0.344,3.765,0.713,1.883,0.356,3.204,1.088,1.602,0.544,0.061,0.150,0.031,0.075,1.051,0.906,0.526,0.453,17.000,15.000,0.882,448.000,26.353,13.355,8.500,3.500,7.500,3.500,0.858,0.058,224.000,138.000,4.250,3.112,3.750,0.000,0.000,0.000,A
3.000,0.000,0.000,1.000,6.000,10.429,1.738,0.500,9.714,1.619,0.373,10.071,1.679,1.070,18.286,3.048,4.308,15.500,2.583,4.513,3.000,0.000,5.214,1.786,1.738,0.595,4.857,1.643,1.619,0.548,5.036,2.464,1.679,0.821,9.143,1.857,3.048,0.619,7.750,1.750,2.583,0.583,2.000,0.000,3.476,0.599,1.738,0.299,3.238,0.294,1.619,0.147,3.357,1.432,1.679,0.716,6.095,5.408,3.048,2.704,5.167,5.722,2.583,2.861,8.000,8.000,1.000,178.000,22.250,11.031,8.000,0.000,8.000,0.000,1.000,0.000,178.000,0.000,4.000,3.000,4.000,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,8.000,14.571,1.821,1.199,9.214,1.152,0.916,16.000,2.000,1.871,0.429,0.054,0.331,3.357,0.420,0.464,4.000,0.000,7.286,4.714,1.821,1.179,4.607,2.893,1.152,0.723,8.000,5.000,2.000,1.250,0.214,0.214,0.054,0.054,1.679,0.821,0.420,0.205,2.000,0.000,3.643,1.405,1.821,0.703,2.304,1.100,1.152,0.550,4.000,2.363,2.000,1.181,0.107,0.186,0.054,0.093,0.839,0.615,0.420,0.308,23.000,22.000,0.957,372.000,16.174,8.025,11.500,1.500,11.500,1.500,1.000,0.000,186.000,57.000,23.000,0.000,22.000,0.000,0.000,0.000,A
6.000,0.333,1.000,0.000,12.000,19.929,1.661,0.628,15.071,1.256,0.380,22.071,1.839,1.181,3.286,0.274,0.759,3.714,0.310,0.612,6.000,0.000,9.964,5.036,1.661,0.839,7.536,3.464,1.256,0.577,11.036,5.464,1.839,0.911,1.643,0.357,0.274,0.060,1.857,0.143,0.310,0.024,2.000,0.000,3.321,0.652,1.661,0.326,2.512,0.374,1.256,0.187,3.679,1.538,1.839,0.769,0.548,1.045,0.274,0.522,0.619,0.638,0.310,0.319,3.000,3.000,1.000,93.000,31.000,36.341,1.500,0.500,1.500,0.500,1.000,0.000,46.500,35.500,1.500,0.500,1.500,0.000,0.000,0.000,A
6.000,0.333,1.000,0.000,11.000,23.714,2.156,1.389,18.000,1.636,1.044,21.357,1.942,1.268,1.429,0.130,0.386,3.857,0.351,0.498,5.500,0.500,11.857,8.643,2.030,1.387,9.000,6.000,1.550,0.950,10.679,8.321,1.819,1.348,0.714,0.286,0.126,0.040,1.929,1.071,0.336,0.164,1.833,0.373,3.952,1.500,2.226,0.798,3.000,1.251,1.667,0.603,3.560,0.783,2.113,0.925,0.238,0.375,0.119,0.187,0.643,0.659,0.321,0.329,3.000,2.000,0.667,110.000,36.667,51.854,1.500,0.500,1.000,0.000,0.750,0.250,55.000,55.000,1.500,0.500,1.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,9.000,28.286,3.143,1.929,13.357,1.484,0.972,19.357,2.151,2.291,8.143,0.905,2.173,8.464,0.940,0.926,4.500,0.500,14.143,8.357,2.973,1.527,6.679,4.321,1.395,0.805,9.679,4.321,2.070,0.730,4.071,3.429,0.830,0.670,4.232,2.518,0.889,0.461,1.800,0.400,5.657,2.634,3.229,1.308,2.671,1.294,1.536,0.667,3.871,2.908,2.036,1.367,1.629,3.013,0.814,1.507,1.693,1.339,0.896,0.631,1.000,1.000,1.000,30.000,30.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,30.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,A
6.000,0.833,1.000,0.000,10.000,18.571,1.857,0.768,10.143,1.014,0.458,18.871,1.887,1.181,4.429,0.443,0.806,4.786,0.479,0.391,5.000,0.000,9.286,5.214,1.857,1.043,5.071,2.929,1.014,0.586,9.436,5.364,1.887,1.073,2.214,1.786,0.443,0.357,2.393,1.107,0.479,0.221,2.000,0.000,3.714,0.695,1.857,0.348,2.029,0.490,1.014,0.245,3.774,1.337,1.887,0.668,0.886,1.093,0.443,0.547,0.957,0.545,0.479,0.273,1.000,1.000,1.000,26.000,26.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,26.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,A
6.000,0.000,0.000,0.000,12.000,16.179,1.348,1.043,10.071,0.839,0.803,12.214,1.018,0.982,4.714,0.393,1.115,3.000,0.250,0.449,6.000,1.000,8.089,2.411,1.456,0.644,5.036,0.964,0.891,0.309,6.107,2.893,1.130,0.670,2.357,0.643,0.422,0.178,1.500,0.000,0.257,0.043,2.000,0.000,2.696,1.373,1.348,0.686,1.679,0.945,0.839,0.472,2.036,1.230,1.018,0.615,0.786,1.272,0.393,0.636,0.500,0.297,0.250,0.149,7.000,6.000,0.857,357.000,51.000,44.029,7.000,0.000,6.000,0.000,0.857,0.000,357.000,0.000,3.500,1.500,3.000,0.000,0.000,0.000,F
3.000,0.333,0.000,1.000,6.000,6.786,1.131,0.449,4.429,0.738,0.687,19.714,3.286,4.069,0.000,0.000,0.000,1.857,0.310,0.500,3.000,0.000,3.393,2.107,1.131,0.702,2.214,1.786,0.738,0.595,9.857,8.143,3.286,2.714,0.000,0.000,0.000,0.000,0.929,0.071,0.310,0.024,2.000,0.000,2.262,0.236,1.131,0.118,1.476,0.410,0.738,0.205,6.571,4.320,3.286,2.160,0.000,0.000,0.000,0.000,0.619,0.599,0.310,0.299,1.000,1.000,1.000,9.000,9.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,9.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,A
3.000,0.333,0.000,1.000,2.000,2.857,1.429,1.000,2.857,1.429,0.000,14.286,7.143,8.000,0.000,0.000,0.000,9.286,4.643,5.500,2.000,0.000,2.857,0.000,1.429,0.000,2.857,0.000,1.429,0.000,14.286,0.000,7.143,0.000,0.000,0.000,0.000,0.000,9.286,0.000,4.643,0.000,1.000,0.000,1.429,0.714,1.429,0.714,1.429,0.000,1.429,0.000,7.143,5.714,7.143,5.714,0.000,0.000,0.000,0.000,4.643,3.929,4.643,3.929,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,F
5.000,0.200,1.000,0.000,11.000,22.286,2.026,3.645,19.429,1.766,2.568,16.214,1.474,2.829,10.571,0.961,3.338,8.286,0.753,1.564,5.500,1.500,11.143,6.000,1.867,0.582,9.714,4.857,1.648,0.434,8.107,4.107,1.372,0.372,5.286,4.143,0.816,0.531,4.143,2.714,0.668,0.311,2.200,0.400,4.457,2.212,2.071,1.132,3.886,1.887,1.748,0.811,3.243,1.943,1.469,0.913,2.114,2.091,1.005,1.064,1.657,1.184,0.705,0.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,A
3.000,0.000,0.000,1.000,2.000,2.857,1.429,0.000,1.429,0.714,1.000,5.000,2.500,0.500,1.429,0.714,1.000,0.357,0.179,0.250,2.000,0.000,2.857,0.000,1.429,0.000,1.429,0.000,0.714,0.000,5.000,0.000,2.500,0.000,1.429,0.000,0.714,0.000,0.357,0.000,0.179,0.000,1.000,0.000,1.429,0.000,1.429,0.000,0.714,0.714,0.714,0.714,2.500,0.357,2.500,0.357,0.714,0.714,0.714,0.714,0.179,0.179,0.179,0.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A
5.000,0.400,0.000,0.000,10.000,10.714,1.071,0.894,9.286,0.929,1.281,12.429,1.243,2.492,4.000,0.400,1.183,3.143,0.314,1.136,5.000,0.000,5.357,1.071,1.071,0.214,4.643,0.929,0.929,0.186,6.214,2.786,1.243,0.557,2.000,1.429,0.400,0.286,1.571,0.143,0.314,0.029,2.000,0.000,2.143,0.469,1.071,0.235,1.857,0.658,0.929,0.329,2.486,1.425,1.243,0.712,0.800,0.547,0.400,0.273,0.629,0.775,0.314,0.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A
5.000,0.000,0.000,0.000,10.000,8.786,0.879,1.193,4.750,0.475,0.571,6.643,0.664,0.867,3.000,0.300,1.250,1.929,0.193,0.415,5.000,0.000,4.393,0.964,0.879,0.193,2.375,0.518,0.475,0.104,3.321,0.750,0.664,0.150,1.500,1.071,0.300,0.214,0.964,0.107,0.193,0.021,2.000,0.000,1.757,0.804,0.879,0.402,0.950,0.401,0.475,0.201,1.329,0.585,0.664,0.292,0.600,0.800,0.300,0.400,0.386,0.291,0.193,0.146,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,10.000,16.536,1.654,0.952,13.286,1.329,0.490,10.714,1.071,0.707,2.429,0.243,0.458,6.814,0.681,0.820,5.000,0.000,8.268,3.982,1.654,0.796,6.643,2.357,1.329,0.471,5.357,2.143,1.071,0.429,1.214,0.786,0.243,0.157,3.407,1.693,0.681,0.339,2.000,0.000,3.307,1.024,1.654,0.512,2.657,0.548,1.329,0.274,2.143,0.960,1.071,0.480,0.486,0.448,0.243,0.224,1.363,1.168,0.681,0.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A
6.000,0.167,0.000,0.000,12.000,18.286,1.524,0.850,14.214,1.185,0.960,20.357,1.696,1.346,2.571,0.214,0.866,6.571,0.548,0.687,6.000,2.000,9.143,1.857,1.830,0.920,7.107,0.893,1.388,0.612,10.179,3.321,2.116,1.259,1.286,1.286,0.161,0.161,3.286,0.714,0.661,0.339,2.000,0.000,3.048,0.898,1.524,0.449,2.369,0.935,1.185,0.468,3.393,1.899,1.696,0.949,0.429,0.606,0.214,0.303,1.095,0.860,0.548,0.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A
3.000,0.333,0.000,1.000,6.000,10.000,1.667,0.471,9.000,1.500,0.373,6.000,1.000,0.943,2.714,0.452,0.898,1.857,0.310,0.764,3.000,0.000,5.000,2.000,1.667,0.667,4.500,1.500,1.500,0.500,3.000,0.000,1.000,0.000,1.357,0.357,0.452,0.119,0.929,0.071,0.310,0.024,2.000,0.000,3.333,0.673,1.667,0.337,3.000,0.202,1.500,0.101,2.000,0.404,1.000,0.202,0.905,0.759,0.452,0.379,0.619,0.875,0.310,0.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,A
7.000,0.000,0.000,0.000,28.000,73.000,2.607,0.929,72.500,2.589,1.203,74.000,2.643,2.008,18.000,0.643,1.101,24.000,0.857,1.499,9.333,2.625,24.333,8.340,2.566,0.147,24.167,6.381,2.601,0.196,24.667,13.768,2.479,0.719,6.000,3.488,0.655,0.437,8.000,1.633,0.875,0.095,4.000,0.000,10.429,3.212,2.607,0.803,10.357,3.953,2.589,0.988,10.571,6.236,2.643,1.559,2.571,2.513,0.643,0.628,3.429,5.704,0.857,1.426,71.000,35.000,0.493,1421.000,20.014,26.126,35.500,3.500,18.000,1.000,0.509,0.022,710.500,169.500,14.200,10.572,7.600,1.000,1.000,0.000,F
7.000,0.286,0.000,0.000,26.000,60.500,2.327,0.664,41.000,1.577,0.453,69.500,2.673,2.261,26.000,1.000,1.901,14.000,0.538,0.706,8.667,1.700,20.167,5.977,2.283,0.260,13.667,3.859,1.552,0.127,23.167,9.077,2.585,0.495,8.667,2.867,1.052,0.475,4.667,1.434,0.550,0.186,3.714,0.452,8.643,2.489,2.310,0.515,5.857,1.457,1.583,0.362,9.929,7.053,2.655,1.847,3.714,4.025,1.060,1.262,2.000,2.018,0.530,0.517,10.000,5.000,0.500,140.000,14.000,9.592,5.000,1.000,3.000,1.000,0.583,0.083,70.000,33.000,5.000,3.000,2.500,1.000,1.000,0.000,A
6.000,0.000,0.000,0.000,22.000,44.500,2.023,0.439,41.500,1.886,0.475,72.500,3.295,2.649,19.000,0.864,1.908,15.000,0.682,1.029,7.333,1.886,14.833,4.589,2.006,0.247,13.833,4.589,1.861,0.258,24.167,8.290,3.383,1.304,6.333,4.190,0.944,0.749,5.000,2.483,0.644,0.149,3.667,0.471,7.417,1.426,2.007,0.177,6.917,1.742,1.854,0.272,12.083,9.602,3.118,2.317,3.167,4.089,0.799,1.018,2.500,3.651,0.646,0.908,44.000,40.000,0.909,1834.000,41.682,39.875,14.667,10.274,13.667,9.978,0.937,0.066,611.333,354.435,7.333,3.448,7.000,1.000,1.000,0.000,A
